sentence,target,idx
"Mary likes to tour art galleries, but Bill hates to.",0,286
They needn't take this exam.,0,287
Ann may spend her vacation in Italy.,0,288
"They love to play golf, but I do not.",0,289
"George has spent a lot of money, hasn't he?",1,290
"As a statesman, scarcely could he do anything worth mentioning.",0,291
We never found any of the unicorns.,0,292
One of Korea's most famous poets wrote these lines.,0,293
Somebody apparently struck the unidentified victim during the early morning hours.,0,294
The car was driven.,0,295
Ricky can be relied on.,0,296
The bed was slept in.,0,297
Who do you think Tom saw?,1,299
he had spent five thousand dollars.,0,300
How did you guess that he fixed the computer?,1,302
The committee knows whose efforts to achieve peace the world should honor.,0,303
the baker from whom I bought these bagels left.,0,305
I found the place where we can relax.,0,306
There is a bench to sit on.,0,308
I met the man who grows peaches.,0,309
Which topic did you choose without getting his approval?,1,310
That is the reason why he resigned.,0,312
It bothers me that John coughs.,0,313
To please John is easy.,0,314
Kim is eager to please Tom.,0,315
That we invaded Iraq really bites.,0,316
It annoys me that Fido barks.,0,317
It was the peasant girl who got it.,0,319
That kind of person is hard to find anyone to look after.,0,320
A sick owl doesn't hunt mice.,0,321
Each candidate who has interest in semantics will be admitted to the department.,0,322
Each author whose contribution is written in any language other than English will provide a summary in English.,0,323
I'm sure we even got these tickets!,0,324
I'm even sure we got these tickets!,0,325
It's not because I have any sympathy for urban guerillas that I helped him.,0,326
It isn't because Sue said anything bad about me that I'm angry.,0,327
"Though he may hate those that criticize Carter, it doesn't matter.",0,331
With no job would John be happy.,0,332
I have much of the manuscript left to type.,0,333
He's a more reliable man.,0,334
They may grow as high as bamboo.,0,336
Some of them made as many errors as 20.,0,337
Drew believes I think Rosie loves magazine ads.,0,339
"Dave, Dan, Erin, Jaime, and Alina left.",0,340
"Hopefully, we'll make it through the winter without snow.",0,341
Gwen hit the baseball.,0,343
I've lost my wallet or I've lost my mind.,0,345
It was a brand new car that he bought.,0,346
He likes cookies and he hates crumb cake.,0,347
They chased the man with the car.,0,348
I didn't have a red cent.,0,349
the one with a red cover takes a very long time to read.,0,351
John has a fear of dogs.,0,352
Colin asked if they could get a mortgage.,0,355
The man I saw get into the cab robbed the bank.,0,356
I know you eat asparagus.,0,357
John's drum will always bother me.,0,358
An evil thought struck Dave.,0,359
In the classroom John put the book on the table.,0,360
Phillip gave the medal to the soldier.,0,361
Heidi thinks that Andy should eat salmon flavored candy bars.,0,363
He danced.,0,364
Sylvia was slapping Jeff upside the head in martial arts class.,0,366
"If he were a rich man, he'd buy a diamond ring.",0,368
John is likely to leave.,0,369
The manager laughed.,0,370
Who did you think kissed the gorilla?,1,372
Have you seen my model airplane collection?,1,373
It seems that Lucy was mugged.,0,374
I ate a salad that was filled with lima beans.,0,375
There were four men arriving at the station when I pulled up.,0,376
Jean is reluctant to dance.,0,377
I want her to dance.,0,378
Jean persuaded Robert.,0,379
Jean wants Bill to do the Macarena.,0,380
The children admire their mother.,0,381
Who has Peter talked with?,1,382
Heidi likes her violin.,0,383
Which pictures of himself does John like?,1,385
Any owl hunts mice.,0,386
A pilot could be flying this plane.,0,388
"Everybody who attended last week's huge rally, whoever they were, signed the petition.",0,389
Anybody who attended last week's huge rally signed the petition.,0,390
"Any tiger has orange fur, marked with black stripes.",0,391
"Any albino tiger has orange fur, marked with black stripes.",0,392
You must pick any flower you see.,0,393
Any pilot on duty today could be flying this plane.,0,394
The Dodgers beat the Red Sox and were beaten by the Giants.,0,396
In which car was the man seen?,1,397
The man who Mary loves and Sally hates computed my tax.,0,398
Tom said he would and Bill actually did eat a raw eggplant.,0,400
The wealthy young man bought that piano for his secret fiancée.,0,401
The dog stole the turkey.,0,402
a tall building.,0,403
This building is tall.,0,404
I like the book which you gave me.,0,405
Captain Wentworth wrote a letter to Anne Elliott.,0,406
She asked was Alison coming to the party.,0,407
They realised that never had Sir Thomas been so offended.,0,408
Fanny regretted having to talk to Aunt Norris.,0,409
"Knowing the country well, he took a short cut.",0,410
He left the train with somebody else's wallet in his pocket.,0,411
Magnus went to Ireland.,0,412
Who did John send the book?,1,413
The idea dismayed the Prime Minister that the Dome was dull.,0,414
Came right in he did without so much as a knock.,0,415
Harriet admired Mr Knightley.,0,416
The book is boring.,0,417
Ethel wishes to ask you some awkward questions.,0,418
Emma made Harriet some food.,0,419
The window was broken with a hammer.,0,420
The fugitive lay motionless in order to avoid discovery.,0,421
The guard marched the prisoners round the yard.,0,422
Frank Churchill crossed the street.,0,423
Emma and Harriet were attacked yesterday.,0,424
Fiona might be here by 5 o'clock.,0,425
I am both expecting to get the job and of the opinion that it is a desirable one.,0,426
Pat was awarded the Golden Fleece Award and very upset about it.,0,427
They knew that pictures of each other would be on sale.,0,429
I want to try and buy some whiskey.,0,431
Kim gave a dollar to Bobbie and a dime to Jean.,0,434
This girl in the red coat will put a picture of Bill in the mailbox and on your desk before tomorrow.,0,435
Ann bought a first edition of Richard III for $1000.,0,438
John became deadly afraid of flying.,0,439
What John promised is to be gentle.,0,440
Henri wants to buy which books about cooking?,1,441
I will fix the computer for Carol.,0,442
Smith loaned a valuable collection of manuscripts to the library.,0,443
The paper is cut by Mary.,0,444
It was from six to nine or it took place from six to nine.,0,445
"Suddenly, there arrived two inspectors from the INS.",0,446
"The soup cooks, thickens.",0,447
I gave money to the charity.,0,448
John asked.,0,449
I saw even the student.,0,450
John finished the cake and drank the lemonade.,0,454
Each of the boys fought with some of the other boys.,0,456
Mary believes that Bill saw himself.,0,459
Mary thinks that she is smart.,0,461
Henry found that Bill is sad.,0,462
John considers himself proud of Mary.,0,463
There is a nurse available.,0,465
Everyone hopes that he will sleep.,0,467
John promise Mary to shave himself.,0,469
John convinced Bill that Mary should sleep.,0,470
The bears sniffed,0,473
to steal talismans from witches is dangerous,0,474
You kicked yourselves,0,476
The book that I said that I'd never read.,0,477
It is not true that I might be going to the party.,0,479
Jason persuaded the doctor to treat Medea,0,481
Who did you get an accurate description of?,1,482
The Peter we all like was at the party,0,483
The government's imposition of a fine.,0,484
Did Athena help us?,1,485
You wanted to meet the man I saw.,0,486
Anson demonized David every day,0,487
There is a programme about Euripides on a Radio 4 tonight?,1,488
Medea denied poisoning the phoenix.,0,489
The elixir was hidden in a hole in the ground,0,490
"Extremely frantically, Anson danced at Trade",0,491
It's Anson that I like,0,493
I felt that I know you.,0,495
Will he can do it?,1,496
Anson believed himself to be handsome.,0,498
We arrived about six o'clock,0,499
Fortunately Hermione passed biology,0,502
I might be not going to the party but washing my hair,0,503
The butler sent the poison to Dinah.,0,505
Jason happens to appear to seem to be sick.,0,506
We linguists love to argue,0,508
It is some disgruntled old pigs in those ditches that humans love to eat.,0,512
That banana is eating the monkey.,0,513
Burn them!,0,514
It stinks that Aphrodite is omnipotent.,0,515
Agamemnon seems to be a maniac,0,516
Will Anson come to the party?,1,517
I wondered who Medea had poisoned.,0,518
They kicked them,0,520
I would like to could swim,0,522
I kicked myself,0,523
I shaved myself.,0,525
Anson became a muscle bound.,0,526
Somebody just left - guess who.,0,527
"They claimed they had settled on something, but it wasn't clear what they had settled on.",0,528
"If Sam was going, Sally would know where.",0,529
"They're going to serve the guests something, but it's unclear what.",0,530
She's reading. I can't imagine what.,0,531
John said Joan saw someone from her graduating class.,0,532
I served leek soup to my guests.,0,535
I served my guests.,0,536
Joan ate dinner with someone but I don't know who.,0,543
Joan ate dinner with someone but I don't know who with.,0,544
"I know that Meg's attracted to Harry, but they don't know who.",0,547
She didn't talk to one student.,0,550
Everyone relies on someone. It's unclear who.,0,552
"Each student wrote a paper on a Mayan language, but I don't remember which one.",0,553
"The newspaper has reported that they are about to appoint someone, but I can't remember who the newspaper has reported that they are about to appoint.",0,554
"The newspaper has reported that they are about to appoint someone, but I can't remember who they are about to appoint.",0,555
"Most columnists claim that a senior White House official has been briefing them, and the newspaper today reveals which one.",0,556
"Most columnists claim that a senior White House official has been briefing them, but none will reveal which one.",0,557
"Bill wondered how many papers Sandy had read, but he didn't care which ones.",0,558
"I never know which papers Sandy has read, but I usually know how many.",0,559
Sandy had read how many papers?!,0,560
"Everybody gets on well with a certain relative, but often only his therapist knows which one.",0,561
Which book did each author recommend?,1,562
His or her least known work.,0,563
"They were going to meet sometime on Sunday, but the faculty didn't know when.",0,564
"John likes some students, but I don't know who.",0,565
I don't know who John likes.,0,566
"She was reading the books under the table, but Fred didn't know what books.",0,570
"He announced he would marry the woman he loved most, but none of his relatives could figure out who.",0,571
She talked to John or Mary but I don't know which.,0,572
She talked to John or Mary but I don't know which one.,0,573
"She talked to Harry, but I don't know who else.",0,574
"I will see them, but I don't know how many of them.",0,575
Everyone who knows either Susan or Laura likes her.,0,576
"He shouted again, but I don't know who to.",0,579
"She was dancing with somebody, but I don't know who with.",0,580
"Several firefighters were injured, but it's not known.",0,581
"Meg is attracted to Harry, but they don't know who she is attracted to.",0,582
"Sandy was trying to work out which students would be able to solve a certain problem, but she wouldn't tell us which one.",0,583
"The TA's have been arguing about whether some student or other should pass, but I can't now remember which one.",0,586
"Sandy is very anxious to see if the students will be able to solve the homework problem in a particular way, but she won't tell us which.",0,590
"Sandy is very anxious to see if the students will be able to solve the homework problem in a particular way, but she won't tell us in which way.",0,591
"Clinton is anxious to find out which budget dilemmas Panetta would be willing to tackle in a certain way, but he won't say in which.",0,592
"Sandy is wondering whether there will be students who have to drop the class for a certain reason, but she won't reveal what.",0,593
"I know how many assignments I've graded, but I don't know how many Bill has.",0,596
Sandy was trying to work out which students would be able to solve a certain problem.,0,599
The administration has issued a statement that it is willing to meet with one of the student groups.,0,600
Sandy was trying to work out which students would be able to solve a problem.,0,601
The administration has issued a statement that it is willing to meet a student group.,0,602
"The administration has issued a statement that it is willing to meet a student group, but I'm not sure which one.",0,603
"I think Agnes said that Bill would speak, but I don't remember what about.",0,604
